"","row.names.topic_doc_probs.","topic_doc_probs...topic.no."
"347","Brief History of Seven Killings, A - Marlon James_347.txt",0.116766467065868
"354","Brief History of Seven Killings, A - Marlon James_354.txt",0.147058823529412
"358","Brief History of Seven Killings, A - Marlon James_358.txt",0.142361111111111
"363","Brief History of Seven Killings, A - Marlon James_363.txt",0.110759493670886
"364","Brief History of Seven Killings, A - Marlon James_364.txt",0.25
"365","Brief History of Seven Killings, A - Marlon James_365.txt",0.129518072289157
"366","Brief History of Seven Killings, A - Marlon James_366.txt",0.238219895287958
"368","Brief History of Seven Killings, A - Marlon James_368.txt",0.146103896103896
"369","Brief History of Seven Killings, A - Marlon James_369.txt",0.15
"371","Brief History of Seven Killings, A - Marlon James_371.txt",0.181547619047619
"372","Brief History of Seven Killings, A - Marlon James_372.txt",0.124242424242424
"376","Brief History of Seven Killings, A - Marlon James_376.txt",0.136627906976744
"378","Brief History of Seven Killings, A - Marlon James_378.txt",0.115384615384615
"379","Brief History of Seven Killings, A - Marlon James_379.txt",0.197142857142857
"380","Brief History of Seven Killings, A - Marlon James_380.txt",0.148255813953488
"381","Brief History of Seven Killings, A - Marlon James_381.txt",0.204268292682927
"382","Brief History of Seven Killings, A - Marlon James_382.txt",0.190647482014388
"383","Brief History of Seven Killings, A - Marlon James_383.txt",0.168965517241379
"384","Brief History of Seven Killings, A - Marlon James_384.txt",0.156666666666667
"385","Brief History of Seven Killings, A - Marlon James_385.txt",0.243975903614458
"387","Brief History of Seven Killings, A - Marlon James_387.txt",0.230538922155689
"388","Brief History of Seven Killings, A - Marlon James_388.txt",0.245222929936306
"393","Brief History of Seven Killings, A - Marlon James_393.txt",0.167647058823529
"394","Brief History of Seven Killings, A - Marlon James_394.txt",0.144886363636364
"401","Brief History of Seven Killings, A - Marlon James_401.txt",0.152597402597403
"402","Brief History of Seven Killings, A - Marlon James_402.txt",0.174342105263158
"403","Brief History of Seven Killings, A - Marlon James_403.txt",0.241279069767442
"404","Brief History of Seven Killings, A - Marlon James_404.txt",0.139880952380952
"405","Brief History of Seven Killings, A - Marlon James_405.txt",0.174074074074074
"406","Brief History of Seven Killings, A - Marlon James_406.txt",0.15506329113924
"411","Brief History of Seven Killings, A - Marlon James_411.txt",0.177018633540373
"412","Brief History of Seven Killings, A - Marlon James_412.txt",0.176616915422886
"415","Brief History of Seven Killings, A - Marlon James_415.txt",0.186390532544379
"416","Brief History of Seven Killings, A - Marlon James_416.txt",0.116580310880829
"421","Brief History of Seven Killings, A - Marlon James_421.txt",0.188202247191011
"423","Brief History of Seven Killings, A - Marlon James_423.txt",0.160958904109589
"426","Brief History of Seven Killings, A - Marlon James_426.txt",0.130813953488372
"427","Brief History of Seven Killings, A - Marlon James_427.txt",0.151612903225806
"428","Brief History of Seven Killings, A - Marlon James_428.txt",0.217261904761905
"429","Brief History of Seven Killings, A - Marlon James_429.txt",0.191275167785235
"430","Brief History of Seven Killings, A - Marlon James_430.txt",0.13109756097561
"434","Brief History of Seven Killings, A - Marlon James_434.txt",0.129139072847682
"436","Brief History of Seven Killings, A - Marlon James_436.txt",0.115131578947368
"437","Brief History of Seven Killings, A - Marlon James_437.txt",0.140287769784173
"439","Brief History of Seven Killings, A - Marlon James_439.txt",0.150306748466258
"441","Brief History of Seven Killings, A - Marlon James_441.txt",0.137640449438202
"443","Brief History of Seven Killings, A - Marlon James_443.txt",0.190972222222222
"444","Brief History of Seven Killings, A - Marlon James_444.txt",0.19811320754717
"445","Brief History of Seven Killings, A - Marlon James_445.txt",0.116352201257862
"447","Brief History of Seven Killings, A - Marlon James_447.txt",0.127218934911243
"449","Brief History of Seven Killings, A - Marlon James_449.txt",0.144295302013423
"452","Brief History of Seven Killings, A - Marlon James_452.txt",0.145161290322581
"456","Brief History of Seven Killings, A - Marlon James_456.txt",0.195512820512821
"457","Brief History of Seven Killings, A - Marlon James_457.txt",0.310457516339869
"458","Brief History of Seven Killings, A - Marlon James_458.txt",0.159638554216867
"459","Brief History of Seven Killings, A - Marlon James_459.txt",0.113888888888889
"466","Brief History of Seven Killings, A - Marlon James_466.txt",0.159259259259259
"467","Brief History of Seven Killings, A - Marlon James_467.txt",0.11986301369863
"468","Brief History of Seven Killings, A - Marlon James_468.txt",0.179245283018868
"471","Brief History of Seven Killings, A - Marlon James_471.txt",0.127737226277372
"472","Brief History of Seven Killings, A - Marlon James_472.txt",0.175595238095238
"474","Brief History of Seven Killings, A - Marlon James_474.txt",0.167721518987342
"476","Brief History of Seven Killings, A - Marlon James_476.txt",0.133540372670807
"477","Brief History of Seven Killings, A - Marlon James_477.txt",0.128571428571429
"478","Brief History of Seven Killings, A - Marlon James_478.txt",0.202941176470588
"479","Brief History of Seven Killings, A - Marlon James_479.txt",0.15359477124183
"480","Brief History of Seven Killings, A - Marlon James_480.txt",0.205696202531646
"481","Brief History of Seven Killings, A - Marlon James_481.txt",0.315340909090909
"482","Brief History of Seven Killings, A - Marlon James_482.txt",0.121710526315789
"483","Brief History of Seven Killings, A - Marlon James_483.txt",0.167682926829268
"517","Girl, Woman, Other - Bernardine Evaristo_031.txt",0.13716814159292
"1671","Narrow Road to the Deep North, The - Flanagan, Richard_144.txt",0.157258064516129
"1798","Sellout, The - Paul Beatty_026.txt",0.119230769230769
"1821","Sellout, The - Paul Beatty_049.txt",0.110655737704918
"1839","Sellout, The - Paul Beatty_067.txt",0.111538461538462
"1863","Sellout, The - Paul Beatty_091.txt",0.141221374045802
"1867","Sellout, The - Paul Beatty_095.txt",0.129166666666667
"1881","Sellout, The - Paul Beatty_109.txt",0.132575757575758
"1907","Sellout, The - Paul Beatty_135.txt",0.125
"1915","Sellout, The - Paul Beatty_143.txt",0.117021276595745
"1940","Sellout, The - Paul Beatty_168.txt",0.137323943661972
"1952","Testaments, The - Margaret Atwood_011.txt",0.165384615384615
"2051","Testaments, The - Margaret Atwood_110.txt",0.136363636363636
