"","row.names.topic_doc_probs.","topic_doc_probs...topic.no."
"396","Brief History of Seven Killings, A - Marlon James_396.txt",0.115168539325843
"398","Brief History of Seven Killings, A - Marlon James_398.txt",0.150306748466258
"399","Brief History of Seven Killings, A - Marlon James_399.txt",0.134868421052632
"400","Brief History of Seven Killings, A - Marlon James_400.txt",0.114906832298137
"401","Brief History of Seven Killings, A - Marlon James_401.txt",0.152597402597403
"414","Brief History of Seven Killings, A - Marlon James_414.txt",0.146551724137931
"415","Brief History of Seven Killings, A - Marlon James_415.txt",0.150887573964497
"417","Brief History of Seven Killings, A - Marlon James_417.txt",0.151612903225806
"418","Brief History of Seven Killings, A - Marlon James_418.txt",0.115384615384615
"419","Brief History of Seven Killings, A - Marlon James_419.txt",0.158064516129032
"426","Brief History of Seven Killings, A - Marlon James_426.txt",0.142441860465116
"445","Brief History of Seven Killings, A - Marlon James_445.txt",0.135220125786164
"446","Brief History of Seven Killings, A - Marlon James_446.txt",0.126470588235294
"447","Brief History of Seven Killings, A - Marlon James_447.txt",0.133136094674556
"450","Brief History of Seven Killings, A - Marlon James_450.txt",0.125
"453","Brief History of Seven Killings, A - Marlon James_453.txt",0.114705882352941
"454","Brief History of Seven Killings, A - Marlon James_454.txt",0.11878453038674
"455","Brief History of Seven Killings, A - Marlon James_455.txt",0.127840909090909
"460","Brief History of Seven Killings, A - Marlon James_460.txt",0.116477272727273
"463","Brief History of Seven Killings, A - Marlon James_463.txt",0.153614457831325
"464","Brief History of Seven Killings, A - Marlon James_464.txt",0.131578947368421
"477","Brief History of Seven Killings, A - Marlon James_477.txt",0.111428571428571
"480","Brief History of Seven Killings, A - Marlon James_480.txt",0.110759493670886
"728","Lincoln in the Bardo - George Saunders_015.txt",0.136363636363636
"729","Lincoln in the Bardo - George Saunders_016.txt",0.125
"817","Lincoln in the Bardo - George Saunders_104.txt",0.115384615384615
"964","Midnight's Children - Salman Rushdie_130.txt",0.125
"1009","Midnight's Children - Salman Rushdie_175.txt",0.114173228346457
"1082","Midnight's Children - Salman Rushdie_248.txt",0.113636363636364
"1161","Midnight's Children - Salman Rushdie_327.txt",0.126712328767123
"1452","Milkman - Anna Burns_182.txt",0.113970588235294
